orgnr,role,personal_number
927066440,Styre,5851273
927066440,Styre,1449375
927066440,Styre,5179908
927066440,Styre,7466450
927066440,Styre,1693443
927066440,Styre,7507828
927066440,Styre,2313754
927066440,Styre,9938599
927066440,Styre,6416546
937665482,Daglig leder,9944392
937665482,Styre,6674189
937665482,Styre,8658524
937665482,Styre,3350164
937665482,Styre,5746559
937665482,Styre,8303968
937665482,Styre,6865995
937665482,Styre,1076709
980891402,Daglig leder,9942775
980891402,Styre,9942775
980891402,Styre,4947245
980891402,Styre,9889969
920585329,Daglig leder,8309564
920585329,Styre,5611427
920585329,Styre,8309564
933292878,Daglig leder,6661827
933292878,Styre,6661827
933292878,Styre,6274296
933292878,Styre,5926689
920494846,Daglig leder,6923300
920494846,Styre,6923300
977243394,Daglig leder,1825205
977243394,Styre,9103096
977243394,Styre,1314612
918111808,Daglig leder,8954921
918111808,Styre,9261428
918111808,Styre,5331108
969242729,Innehaver,9904240
969242729,Daglig leder,5179251
926370502,Daglig leder,4002977
926370502,Styre,4206160
926370502,Styre,4002977
926370502,Styre,3058982
914080290,Daglig leder,1453492
914080290,Styre,9309009
914080290,Styre,5084937
914080290,Styre,7389862
914080290,Styre,1453492
981039173,Daglig leder,8245800
981039173,Styre,9595598
981039173,Styre,4546263
981039173,Styre,2244500
981039173,Styre,5260687
968091336,Daglig leder,3700691
968091336,Styre,6135431
968091336,Styre,3700691
968091336,Styre,8363509
979517963,Daglig leder,9511373
979517963,Styre,9511373
979517963,Styre,8424912
918288066,Daglig leder,6469748
918288066,Styre,1438947
918288066,Styre,7522431
918288066,Styre,4052575
915315429,Styre,5869259
970996443,Daglig leder,4947998
970996443,Styre,3926572
970996443,Styre,3539987
970996443,Styre,1492573
970996443,Styre,3076760
970996443,Styre,3373758
970230459,Daglig leder,9179504
970230459,Styre,1799222
970230459,Styre,8052944
970230459,Styre,7510157
970230459,Styre,6088920
970230459,Styre,7342161
970230459,Styre,6227917
970230459,Styre,5278780
970230459,Styre,5704255
979785615,Daglig leder,6071313
979785615,Styre,2726814
979785615,Styre,6077319
979785615,Styre,4287277
979785615,Styre,3783305
979785615,Styre,3458371
979785615,Styre,6676443
979785615,Styre,2406560
979785615,Styre,5417433
971564679,Daglig leder,1073163
971564679,Styre,8296084
971564679,Styre,3255939
971564679,Styre,8567304
971564679,Styre,5720789
971564679,Styre,2026022
971564679,Styre,7615778
971564679,Styre,4509275
971564679,Styre,3339227
971564679,Styre,6548899
971564679,Styre,2917188
971564679,Styre,6118726
971564679,Styre,4752505
971564679,Styre,2122063
980893936,Daglig leder,4249261
980893936,Styre,5516511
980893936,Styre,1034502
980893936,Styre,1897395
980893936,Styre,6850067
980893936,Styre,6623663
980893936,Styre,7289587
980608646,Daglig leder,3152541
980608646,Styre,9631105
980608646,Styre,1217609
980608646,Styre,6271813
980608646,Styre,3152541
922043701,Daglig leder,1968035
922043701,Styre,2145445
966529830,Daglig leder,5425399
966529830,Styre,9447528
966529830,Styre,7134805
966529830,Styre,2988625
966529830,Styre,2868729
977043603,Daglig leder,3021088
977043603,Styre,7588351
977043603,Styre,4078605
977043603,Styre,7569678
977043603,Styre,3159304
916541554,Daglig leder,9391717
916541554,Styre,3188499
916541554,Styre,6811621
916541554,Styre,1270884
916541554,Styre,7073352
916541554,Styre,4109072
916541554,Styre,6797737
916541554,Styre,1779549
928338266,Innehaver,1475481
928338266,Daglig leder,1475481
977028140,Daglig leder,4386684
977028140,Styre,3076189
977028140,Styre,2374269
977028140,Styre,4364126
977028140,Styre,5374943
977028140,Styre,2165707
977028140,Styre,6821657
977028140,Styre,9297965
976202910,Daglig leder,5127287
976202910,Styre,4154537
976202910,Styre,5823657
976202910,Styre,7727468
976202910,Styre,9730550
976202910,Styre,6837238
976202910,Styre,3499294
976202910,Styre,4538890
976202910,Styre,7885157
976202910,Styre,9926200
971141077,Daglig leder,1995827
971141077,Styre,8882507
971141077,Styre,4083759
971141077,Styre,7008674
971141077,Styre,1036674
971141077,Styre,8229710
971141077,Styre,2918625
979373856,Daglig leder,1639317
979373856,Styre,7326373
979373856,Styre,5922151
819459622,Daglig leder,8257375
819459622,Styre,9603805
819459622,Styre,7941920
956165733,Daglig leder,2307949
956165733,Styre,2307949
956165733,Styre,4679786
917324980,Daglig leder,9468452
917324980,Styre,9838674
917324980,Styre,4074984
917324980,Styre,4730425
937820747,Daglig leder,9838674
937820747,Styre,4730425
937820747,Styre,2957312
937820747,Styre,4074984
937820747,Styre,9838674
914995531,Daglig leder,1366721
914995531,Styre,9838674
914995531,Styre,4074984
914995531,Styre,4730425
914343682,Daglig leder,2109433
914343682,Styre,9838674
914343682,Styre,4074984
914343682,Styre,4730425
924924489,Daglig leder,9147420
924924489,Styre,9147420
823837372,Daglig leder,6335407
823837372,Styre,6335407
823837372,Styre,1509602
947329618,Daglig leder,1136868
947329618,Styre,2735250
947329618,Styre,1136868
947329618,Styre,1473454
879949572,Daglig leder,8764151
879949572,Styre,8764151
898241882,Daglig leder,2026313
898241882,Styre,1822420
898241882,Styre,2026313
979967691,Daglig leder,9472267
979967691,Styre,8309564
979967691,Styre,5369278
979967691,Styre,5611427
979967691,Styre,9085961
918087834,Daglig leder,5207556
918087834,Styre,7305042
918087834,Styre,1091367
918087834,Styre,5214532
918087834,Styre,4664787
918087834,Styre,2170204
918087834,Styre,1779844
918087834,Styre,6765698
970179461,Daglig leder,5207556
970179461,Styre,5214532
970179461,Styre,6765698
970179461,Styre,6833469
970179461,Styre,4664787
970179461,Styre,8657499
970179461,Styre,8115885
970179461,Styre,1093277
970179461,Styre,6823869
970179461,Styre,5712812
917500630,Daglig leder,2167409
917500630,Styre,2167409
814240592,Kontaktperson,8309564
814240592,Styre,5611427
814240592,Styre,8309564
916040563,Kontaktperson,8650960
916040563,Styre,8650960
977522870,Daglig leder,5389555
977522870,Styre,5389555
970991786,Daglig leder,4537901
970991786,Styre,1148886
970991786,Styre,8485020
841239172,Daglig leder,5143968
841239172,Styre,1148886
841239172,Styre,8485020
964668051,Daglig leder,9642034
964668051,Styre,9642034
964668051,Styre,8757297
964668051,Styre,3362326
964668051,Styre,1708010
964668051,Styre,2738616
888978062,Daglig leder,5125092
888978062,Styre,4009662
888978062,Styre,1792304
888978062,Styre,5125092
925816825,Daglig leder,9240753
925816825,Styre,6439259
925816825,Styre,2868318
925816825,Styre,9240753
925816825,Styre,4793150
893616772,Daglig leder,9240753
893616772,Styre,9240753
893616772,Styre,4793150
947410288,Daglig leder,1321963
947410288,Styre,1321963
918768394,Daglig leder,2531664
918768394,Styre,2531664
918768394,Styre,3214764
918768394,Styre,8491618
918768394,Styre,5352198
913696344,Daglig leder,7576635
913696344,Styre,1141895
913696344,Styre,2761174
921703821,Daglig leder,3797245
921703821,Styre,3797245
960051556,Daglig leder,1405530
960051556,Styre,1405530
960051556,Styre,9477782
919160675,Daglig leder,6782567
919160675,Styre,5807265
919160675,Styre,3662069
919160675,Styre,5941730
919160675,Styre,6951780
919160675,Styre,8381401
919160675,Styre,9571968
919160675,Styre,7734794
919160675,Styre,6640973
919160675,Styre,5254586
919160675,Styre,9311265
919160675,Styre,2638716
919160675,Styre,8918893
919160675,Styre,9989096
919160675,Styre,9356353
919160675,Styre,5778471
919160675,Styre,8185589
919160675,Styre,8760895
919160675,Styre,8827579
919160675,Styre,5346366
919160675,Styre,5031080
919160675,Styre,7250016
919160675,Styre,4487582
919160675,Styre,4103602
919160675,Styre,4998281
925904082,Daglig leder,9395856
925904082,Styre,1870196
925904082,Styre,6746008
925904082,Styre,4036664
925904082,Styre,3046340
925904082,Styre,8350337
925929336,Daglig leder,6718009
925929336,Styre,2156894
925929336,Styre,6718009
925929336,Styre,9881517
925929336,Styre,8226732
925929336,Styre,1794223
925929336,Styre,5818722
916551231,Daglig leder,1826002
916551231,Styre,8385711
916551231,Styre,9397524
916551231,Styre,7519928
916551231,Styre,4549678
916551231,Styre,1826002
916551231,Styre,9945038
916551215,Daglig leder,4549678
916551215,Styre,9397524
916551215,Styre,7519928
916551215,Styre,4549678
916551215,Styre,9945038
916551215,Styre,8385711
930779954,Daglig leder,7351322
930779954,Styre,9794300
930779954,Styre,1933105
930779954,Styre,7351322
955516850,Styre,5432675
955516850,Styre,1760358
955516850,Styre,5917764
955516850,Styre,3902044
955516850,Styre,8583315
955516850,Styre,1731338
955516850,Styre,4472564
955516850,Styre,6521287
955516850,Styre,6245698
955516850,Styre,8361392
915603114,Daglig leder,4964206
915603114,Styre,4964206
915603114,Styre,7710773
915603114,Styre,4529092
933766977,Daglig leder,8915678
933766977,Styre,8915678
933766977,Styre,1287196
933766977,Styre,1353435
913561473,Daglig leder,1621799
913561473,Styre,9367043
913561473,Styre,1621799
913561473,Styre,1389774
913561473,Styre,2983080
913561473,Styre,1435553
913561473,Styre,3682692
919977639,Daglig leder,9798766
919977639,Styre,1431192
919977639,Styre,6606820
919977639,Styre,5054735
919977639,Styre,8722992
919977639,Styre,8674905
919977639,Styre,3079282
919977639,Styre,7433628
921638248,Daglig leder,8773356
921638248,Styre,6405808
921638248,Styre,9927247
921638248,Styre,8343322
950632097,Daglig leder,3481559
950632097,Styre,9927247
950632097,Styre,7959716
950632097,Styre,8773356
950632097,Styre,6405808
930532622,Kontaktperson,5192163
930532622,Styre,5602455
930532622,Styre,5192163
930532622,Styre,1779844
930532622,Styre,4451844
916594925,Daglig leder,4112898
916594925,Styre,8465013
916594925,Styre,1808663
978662455,Daglig leder,3065119
978662455,Styre,3610521
978662455,Styre,7379988
978662455,Styre,1659947
918055835,Daglig leder,5138589
918055835,Styre,5138589
918055835,Styre,5340811
914916062,Daglig leder,7155023
914916062,Styre,3234865
914916062,Styre,7155023
924791756,Daglig leder,6480925
924791756,Styre,6480925
924791756,Styre,4358460
980405702,Daglig leder,1360320
980405702,Styre,1360320
930189227,Daglig leder,8094361
930189227,Styre,8094361
919686065,Daglig leder,9460300
919686065,Styre,6409983
919686065,Styre,3891009
919686065,Styre,9460300
921313632,Daglig leder,8505049
921313632,Styre,3637588
921313632,Styre,8505049
912494470,Daglig leder,5547608
912494470,Styre,5547608
917129789,Kontaktperson,8127385
917129789,Styre,5192110
917129789,Styre,8127385
927102331,Daglig leder,7586674
927102331,Styre,7586674
927102331,Styre,3749225
924925035,Daglig leder,7586674
924925035,Styre,7586674
924925035,Styre,3749225
915328288,Daglig leder,5780498
915328288,Styre,3340173
915328288,Styre,5780498
980279286,Daglig leder,2236163
980279286,Styre,4178236
980279286,Styre,7913440
980279286,Styre,4786366
980279286,Styre,7838849
980279286,Styre,5148157
980279286,Styre,3336680
980279286,Styre,1820277
928040747,Daglig leder,6668148
928040747,Styre,5826018
928040747,Styre,5019878
928040747,Styre,9515831
928040747,Styre,9265740
977053781,Daglig leder,5061855
977053781,Styre,5188322
977053781,Styre,2776476
977053781,Styre,4793891
977053781,Styre,1131990
977053781,Styre,1492970
915611893,Daglig leder,3705593
915611893,Styre,5135348
928585964,Daglig leder,4479957
928585964,Styre,4479957
921207417,Daglig leder,7322818
921207417,Styre,5662348
921207417,Styre,7322818
921207417,Styre,3802412
921207417,Styre,9315797
921207417,Styre,5944917
915940587,Daglig leder,8284577
915940587,Styre,4460101
915940587,Styre,2868729
912485811,Daglig leder,9524822
912485811,Styre,4460101
912485811,Styre,2868729
912485811,Styre,9537143
912485811,Styre,1663540
912485811,Styre,5188322
913369157,Daglig leder,1460133
913369157,Styre,1460133
946061719,Daglig leder,9202965
946061719,Styre,2419011
946061719,Styre,6842405
946061719,Styre,1747538
979777809,Daglig leder,7975411
979777809,Styre,5955655
979777809,Styre,9864923
979777809,Styre,8654113
979777809,Styre,6257923
979777809,Styre,6594610
979777809,Styre,7461342
979777809,Styre,3696458
979777809,Styre,8538473
978684335,Daglig leder,2876245
978684335,Styre,8738759
978684335,Styre,1093065
978684335,Styre,6079147
925384526,Daglig leder,2465516
925384526,Styre,3469830
925384526,Styre,2465516
959617929,Daglig leder,7421328
959617929,Styre,8203938
959617929,Styre,7421328
959980454,Daglig leder,8084755
959980454,Styre,3568184
959980454,Styre,8084755
912722732,Daglig leder,3411830
912722732,Styre,1448471
912722732,Styre,3411830
912722732,Styre,9581585
928849015,Daglig leder,2813848
928849015,Styre,2813848
928849015,Styre,4250938
987051116,Innehaver,2260774
985984476,Daglig leder,6669358
985984476,Styre,8074635
985984476,Styre,4736535
985984476,Styre,9188466
990590486,Daglig leder,9289601
990590486,Styre,9271055
990590486,Styre,9266383
992138394,Daglig leder,8054922
992138394,Styre,8125314
992138394,Styre,8054922
992138394,Styre,8764741
984735227,Daglig leder,7192751
984735227,Styre,5881342
984735227,Styre,9140552
984735227,Styre,7537092
984735227,Styre,6536683
984735227,Styre,2265948
984735227,Styre,1302540
984735227,Styre,7710412
984735227,Styre,6027893
984735227,Styre,3859590
984735227,Styre,8631041
984735227,Styre,9853676
995785994,Daglig leder,7586482
995785994,Styre,1020906
995785994,Styre,5713530
995785994,Styre,7586482
996276996,Daglig leder,2703316
996276996,Styre,2703316
996276996,Styre,4557021
986724397,Daglig leder,3563379
986724397,Styre,2304201
986724397,Styre,3563379
986724397,Styre,5291170
985729220,Daglig leder,4380134
985729220,Styre,4380134
985729220,Styre,8901304
985729220,Styre,9862413
985729220,Styre,9202888
988237450,Daglig leder,6205510
988237450,Styre,9193225
988237450,Styre,3961759
988237450,Styre,6205510
984586612,Daglig leder,3605266
984586612,Styre,4716884
984586612,Styre,8578280
984586612,Styre,1885332
984586612,Styre,2663042
984586612,Styre,7027332
984586612,Styre,2268277
984586612,Styre,4101327
984586612,Styre,4078196
984586612,Styre,2047056
984586612,Styre,4261072
984586612,Styre,6939565
984586612,Styre,6761179
987651059,Daglig leder,2857882
987651059,Styre,7464387
987651059,Styre,4968982
987651059,Styre,1878843
987651059,Styre,2307044
987651059,Styre,1848188
982222699,Daglig leder,7972146
982222699,Styre,8304438
982222699,Styre,3715276
982222699,Styre,7605343
982222699,Styre,1584828
984191170,Daglig leder,9321198
984191170,Styre,9321198
984191170,Styre,8942570
985802572,Daglig leder,7969812
985802572,Styre,3760251
985802572,Styre,7969812
991478450,Daglig leder,1479995
991478450,Styre,1178215
991478450,Styre,1479995
991478450,Styre,2524224
991478450,Styre,8383705
991478450,Styre,8279346
991478450,Styre,9867010
991478450,Styre,6587374
991478450,Styre,2761123
991478450,Styre,8034648
982692946,Daglig leder,1729482
982692946,Styre,3464312
982692946,Styre,3718587
982692946,Styre,1729482
986707832,Daglig leder,2745433
986707832,Styre,2745433
986707832,Styre,1116078
986707832,Styre,2707195
989974300,Daglig leder,5908401
989974300,Styre,1258471
989974300,Styre,5908401
989974300,Styre,2754806
997079418,Daglig leder,3250474
997079418,Styre,3250474
997079418,Styre,2623724
997079418,Styre,9670420
997579348,Daglig leder,4388917
997579348,Styre,4388917
997579348,Styre,4816419
992469161,Daglig leder,5902348
992469161,Styre,5902348
992469161,Styre,9889943
992469161,Styre,9569148
991742204,Daglig leder,3066849
991742204,Styre,3066849
991742204,Styre,2841944
991742204,Styre,5155090
991742204,Styre,4254103
995596970,Daglig leder,4985908
995596970,Styre,4985908
995596970,Styre,5861574
994911775,Daglig leder,7339622
994911775,Styre,9202911
994911775,Styre,8619339
994911775,Styre,6937384
994911775,Styre,6849297
994911775,Styre,1166181
994911775,Styre,3602701
989568272,Daglig leder,4100197
989568272,Styre,1950523
989568272,Styre,5580256
989568272,Styre,8608187
989568272,Styre,3853989
989568272,Styre,6937384
988251437,Daglig leder,4053861
988251437,Styre,8099822
988251437,Styre,6324455
988251437,Styre,5058959
988251437,Styre,3216989
988251437,Styre,4053861
993496804,Daglig leder,8690196
993496804,Styre,8690196
993496804,Styre,1346571
993496804,Styre,6452453
993496804,Styre,5937923
983459285,Daglig leder,1731061
983459285,Styre,1429435
983459285,Styre,3534471
983459285,Styre,1731061
983459285,Styre,3951750
983459285,Styre,7176412
993882275,Daglig leder,6907446
993882275,Styre,6907446
994830260,Daglig leder,6652264
994830260,Styre,7578044
994830260,Styre,6575829
995890682,Daglig leder,2458950
995890682,Styre,8763333
995890682,Styre,6158185
995890682,Styre,2658854
995890682,Styre,9092395
995890682,Styre,3192642
995890682,Styre,5295533
995890682,Styre,9499198
987523352,Daglig leder,5067262
987523352,Styre,4848840
987523352,Styre,6526637
987523352,Styre,9995900
987523352,Styre,8194236
987523352,Styre,6879009
987523352,Styre,4086591
987523352,Styre,3169628
987864974,Kontaktperson,7831257
987864974,Styre,7831257
987864974,Styre,6396537
987864974,Styre,3518411
987864974,Styre,3691240
987864974,Styre,1026528
987864974,Styre,8173209
